Person,gFx,gFy,gFz,TgF,Label
2,0.9968,-0.0605,0.0921,1,4
2,0.9958,-0.0585,0.093,1,4
2,0.9928,-0.0595,0.0994,1,4
2,0.9914,-0.0604,0.1003,1,4
2,0.9928,-0.0609,0.0984,1,4
2,0.9933,-0.0595,0.0984,1,4
2,0.9958,-0.0599,0.095,1,4
2,0.9963,-0.059,0.097,1,4
2,0.9973,-0.058,0.0955,1,4
2,0.9997,-0.0576,0.0926,1.01,4
2,0.9992,-0.0571,0.0935,1.01,4
2,0.9963,-0.0585,0.0984,1,4
2,0.9939,-0.0595,0.097,1,4
2,0.9919,-0.0595,0.0964,1,4
2,0.9944,-0.0575,0.0964,1,4
2,0.9958,-0.0575,0.0965,1,4
2,0.9958,-0.0555,0.0969,1,4
2,0.9953,-0.058,0.0994,1,4
2,0.9967,-0.0585,0.1009,1,4
2,0.9992,-0.0604,0.1009,1.01,4
2,0.9982,-0.0643,0.0999,1.01,4
2,0.9958,-0.06,0.094,1,4
2,0.9953,-0.0595,0.093,1,4
2,0.9963,-0.0605,0.0916,1,4
2,0.9968,-0.0561,0.0916,1,4
2,0.9851,-0.055,0.1012,0.99,4
2,0.99,-0.0565,0.0993,1,4
2,1.0041,-0.0605,0.0946,1.01,4
2,1.0061,-0.0595,0.0926,1.01,4
2,1.0051,-0.0585,0.0916,1.01,4
2,0.9939,-0.059,0.0915,1,4
2,0.9905,-0.0604,0.092,1,4
2,0.9919,-0.0599,0.0954,1,4
2,0.9939,-0.0585,0.0935,1,4
2,0.9963,-0.0571,0.0921,1,4
2,0.9939,-0.0575,0.0964,1,4
2,0.9958,-0.0575,0.1009,1,4
2,0.9972,-0.0565,0.1009,1,4
2,0.9987,-0.058,0.0994,1.01,4
2,0.9968,-0.0575,0.097,1,4
2,0.9924,-0.0565,0.0964,1,4
2,0.9934,-0.0536,0.0959,1,4
2,0.9934,-0.0531,0.0954,1,4
2,0.9944,-0.0517,0.093,1,4
2,0.9968,-0.0561,0.0935,1,4
2,0.9973,-0.0585,0.0916,1,4
2,0.9968,-0.0605,0.093,1,4
2,0.9992,-0.0595,0.093,1.01,4
2,0.9963,-0.0575,0.096,1,4
2,0.9963,-0.0565,0.095,1,4
2,0.9973,-0.056,0.096,1,4
2,0.9944,-0.057,0.0988,1,4
2,0.9944,-0.0541,0.0993,1,4
2,0.9949,-0.0516,0.0969,1,4
2,0.9973,-0.0521,0.0949,1,4
2,0.9963,-0.0551,0.0965,1,4
2,0.9958,-0.0571,0.0935,1,4
2,0.9958,-0.0565,0.095,1,4
2,0.9944,-0.0551,0.0964,1,4
2,0.9934,-0.0565,0.0949,1,4
2,0.9953,-0.0546,0.0959,1,4
2,0.9973,-0.0555,0.0974,1,4
2,0.9973,-0.0546,0.095,1,4
2,0.9958,-0.0526,0.0979,1,4
2,0.9978,-0.0526,0.0974,1,4
2,0.9968,-0.0575,0.0979,1,4
2,0.9944,-0.0585,0.0965,1,4
2,0.9948,-0.0619,0.0994,1,4
2,0.9928,-0.0609,0.0994,1,4
2,0.9963,-0.0551,0.0949,1,4
2,0.9875,-0.0491,0.1012,0.99,4
2,0.9885,-0.0516,0.1012,1,4
2,1.0021,-0.0614,0.1009,1.01,4
2,1.005,-0.0639,0.099,1.01,4
2,0.9978,-0.0565,0.0965,1,4
2,0.9963,-0.0555,0.0949,1,4
2,0.9939,-0.056,0.0964,1,4
2,0.9944,-0.0585,0.0921,1,4
2,0.9963,-0.0585,0.096,1,4
2,0.9953,-0.059,0.0955,1,4
2,0.9963,-0.0604,0.096,1,4
2,0.9958,-0.057,0.1013,1,4
2,0.9967,-0.058,0.0999,1,4
2,0.9977,-0.0565,0.1033,1,4
2,1.0002,-0.0585,0.1062,1.01,4
2,0.9997,-0.0565,0.0989,1.01,4
2,1.0027,-0.0532,0.0926,1.01,4
2,1.0052,-0.0508,0.0847,1.01,4
2,1.0081,-0.0508,0.0824,1.01,4
2,1.0096,-0.0543,0.0805,1.01,4
2,1.0002,-0.0638,0.0985,1.01,4
2,0.9874,-0.0628,0.114,1,4
2,0.9776,-0.0592,0.127,0.99,4
2,0.9728,-0.0587,0.1299,0.98,4
2,0.9742,-0.0558,0.1294,0.98,4
2,0.9825,-0.0529,0.1231,0.99,4
2,0.9957,-0.054,0.115,1,4
2,1.0065,-0.0526,0.1102,1.01,4
2,1.008,-0.0521,0.1102,1.02,4
2,0.9997,-0.0491,0.1115,1.01,4
2,0.9948,-0.0496,0.1159,1,4
2,0.9909,-0.0515,0.1178,1,4
2,0.9904,-0.0559,0.1145,1,4
2,0.987,-0.0564,0.1139,1,4
2,0.9904,-0.0565,0.1081,1,4
2,0.9938,-0.0579,0.1076,1,4
2,0.9947,-0.0579,0.1136,1,4
2,0.9928,-0.0574,0.1154,1,4
2,0.9938,-0.0535,0.1154,1,4
2,0.9947,-0.0549,0.1154,1,4
2,0.9958,-0.053,0.1081,1,4
2,0.9996,-0.0545,0.1145,1.01,4
2,0.9991,-0.0594,0.1131,1.01,4
2,0.9962,-0.0584,0.1136,1,4
2,0.9801,-0.0544,0.1183,0.99,4
2,0.982,-0.0554,0.1183,0.99,4
2,0.9943,-0.0535,0.1106,1,4
2,0.9982,-0.055,0.1097,1.01,4
2,0.9963,-0.0545,0.1086,1,4
2,0.9933,-0.054,0.1101,1,4
2,0.9933,-0.057,0.112,1,4
2,0.9958,-0.0574,0.1121,1,4
2,0.9933,-0.0569,0.1135,1,4
2,0.9928,-0.0564,0.114,1,4
2,0.9933,-0.0574,0.1106,1,4
2,0.9938,-0.0579,0.1115,1,4
2,0.9953,-0.057,0.1121,1,4
2,0.9963,-0.055,0.1125,1,4
2,0.9953,-0.057,0.1082,1,4
2,0.9943,-0.0579,0.1081,1,4
2,0.9958,-0.0565,0.1101,1,4
2,0.9938,-0.0565,0.112,1,4
2,0.9953,-0.0565,0.1081,1,4
2,0.9967,-0.0579,0.1097,1,4
2,0.9967,-0.0609,0.1092,1,4
2,0.9958,-0.0623,0.1082,1,4
2,0.9923,-0.0594,0.1096,1,4
2,0.9919,-0.0574,0.1091,1,4
2,0.9938,-0.057,0.1111,1,4
2,0.9938,-0.0545,0.1115,1,4
2,0.9948,-0.056,0.1096,1,4
2,0.9958,-0.054,0.1086,1,4
2,0.9963,-0.0546,0.1042,1,4
2,0.9963,-0.055,0.1062,1,4
2,0.9938,-0.0589,0.1067,1,4
2,0.9928,-0.0579,0.1067,1,4
2,0.9943,-0.0574,0.1086,1,4
2,0.9938,-0.056,0.1081,1,4
2,0.9953,-0.0565,0.1057,1,4
2,0.9972,-0.0555,0.1077,1,4
2,0.9963,-0.0565,0.1062,1,4
2,0.9948,-0.0565,0.1071,1,4
2,0.9914,-0.0535,0.1028,1,4
2,0.9953,-0.0545,0.1037,1,4
2,0.9987,-0.0579,0.1057,1.01,4
2,0.9982,-0.056,0.1018,1,4
2,0.9895,-0.0496,0.1056,1,4
2,0.9866,-0.0496,0.1065,0.99,4
2,0.9899,-0.0526,0.1051,1,4
2,1.0007,-0.0589,0.1073,1.01,4
2,1.0002,-0.0585,0.1053,1.01,4
2,0.9963,-0.0535,0.1067,1,4
2,0.9968,-0.0507,0.1028,1,4
3,0.9772,-0.0486,-0.2085,1,4
3,0.9791,-0.053,-0.207,1,4
3,0.9815,-0.0502,-0.2099,1,4
3,0.9801,-0.0463,-0.2099,1,4
3,0.9772,-0.0448,-0.2124,1,4
3,0.9767,-0.0477,-0.2109,1,4
3,0.9776,-0.0516,-0.2138,1,4
3,0.9772,-0.0512,-0.2148,1,4
3,0.9781,-0.0497,-0.2128,1,4
3,0.9772,-0.0468,-0.2134,1,4
3,0.9776,-0.0462,-0.208,1,4
3,0.9831,-0.0483,-0.2182,1.01,4
3,0.9801,-0.0502,-0.2172,1.01,4
3,0.9757,-0.0472,-0.2041,1,4
3,0.9757,-0.0496,-0.2036,1,4
3,0.9756,-0.0535,-0.2031,1,4
3,0.9781,-0.053,-0.2079,1,4
3,0.9767,-0.0497,-0.2153,1,4
3,0.9757,-0.0468,-0.2153,1,4
3,0.9781,-0.0458,-0.2119,1,4
3,0.9786,-0.0468,-0.2134,1,4
3,0.9776,-0.0496,-0.208,1,4
3,0.9781,-0.0486,-0.207,1,4
3,0.9801,-0.0482,-0.2089,1,4
3,0.9811,-0.0502,-0.2119,1,4
3,0.9811,-0.0516,-0.2099,1,4
3,0.9776,-0.0482,-0.21,1,4
3,0.9786,-0.0487,-0.2104,1,4
3,0.9772,-0.0482,-0.2075,1,4
3,0.9772,-0.0496,-0.2056,1,4
3,0.9786,-0.0491,-0.2094,1,4
3,0.9815,-0.0497,-0.2084,1,4
3,0.9806,-0.053,-0.206,1,4
3,0.9781,-0.0521,-0.2065,1,4
3,0.9825,-0.0487,-0.2094,1.01,4
3,0.9787,-0.0438,-0.2134,1,4
3,0.9733,-0.0413,-0.2076,1,4
3,0.9737,-0.0457,-0.2075,1,4
3,0.9781,-0.0491,-0.2031,1,4
3,0.9767,-0.0526,-0.2036,1,4
3,0.9781,-0.053,-0.2075,1,4
3,0.9855,-0.0516,-0.2094,1.01,4
3,0.9835,-0.0472,-0.206,1.01,4
3,0.9786,-0.0472,-0.2046,1,4
3,0.9742,-0.0486,-0.2017,1,4
3,0.9781,-0.0486,-0.2021,1,4
3,0.9801,-0.0496,-0.207,1,4
3,0.9835,-0.0555,-0.2074,1.01,4
3,0.9811,-0.053,-0.206,1,4
3,0.9795,-0.0516,-0.2011,1,4
3,0.9815,-0.0496,-0.1982,1,4
3,0.9796,-0.0486,-0.2026,1,4
3,0.9776,-0.0511,-0.2031,1,4
3,0.982,-0.0516,-0.2001,1,4
3,0.9829,-0.0496,-0.1987,1,4
3,0.981,-0.0466,-0.1928,1,4
3,0.98,-0.0466,-0.1962,1,4
3,0.982,-0.0526,-0.2084,1.01,4
3,0.98,-0.0604,-0.2045,1,4
3,0.9834,-0.0628,-0.2039,1.01,4
3,0.9814,-0.0579,-0.1923,1,4
3,0.9756,-0.0514,-0.1816,0.99,4
3,0.9761,-0.0426,-0.1817,0.99,4
3,0.9805,-0.0457,-0.1909,1,4
3,0.9829,-0.0466,-0.1909,1,4
3,0.9854,-0.0477,-0.1972,1.01,4
3,0.9844,-0.0467,-0.1972,1.01,4
3,0.9786,-0.0452,-0.1929,1,4
3,0.9786,-0.0481,-0.1924,1,4
3,0.982,-0.0457,-0.1953,1,4
3,0.982,-0.0466,-0.1933,1,4
3,0.9834,-0.0452,-0.1948,1,4
3,0.9825,-0.0505,-0.1923,1,4
3,0.9829,-0.0524,-0.1859,1,4
3,0.9805,-0.0525,-0.1909,1,4
3,0.9815,-0.0515,-0.1943,1,4
3,0.9815,-0.0486,-0.1967,1,4
3,0.98,-0.0491,-0.1972,1,4
3,0.9829,-0.0467,-0.1987,1,4
3,0.9825,-0.0447,-0.1957,1,4
3,0.98,-0.0432,-0.1953,1,4
3,0.98,-0.0476,-0.1923,1,4
3,0.982,-0.0496,-0.1943,1,4
3,0.982,-0.0471,-0.1957,1,4
3,0.9825,-0.0481,-0.1962,1,4
3,0.9834,-0.0476,-0.1967,1,4
3,0.98,-0.0481,-0.1967,1,4
3,0.9795,-0.0491,-0.1962,1,4
3,0.9742,-0.0466,-0.1885,0.99,4
3,0.9766,-0.0456,-0.1895,1,4
3,0.9855,-0.0462,-0.2021,1.01,4
3,0.9879,-0.0482,-0.2064,1.01,4
3,0.98,-0.0549,-0.1982,1,4
3,0.9825,-0.054,-0.2001,1,4
3,0.9815,-0.051,-0.1972,1,4
3,0.979,-0.0485,-0.187,1,4
3,0.9771,-0.0466,-0.186,1,4
3,0.9815,-0.0477,-0.2045,1,4
3,0.9845,-0.0492,-0.2098,1.01,4
3,0.983,-0.0497,-0.2084,1.01,4
3,0.9781,-0.0476,-0.1992,1,4
3,0.9766,-0.0491,-0.1934,1,4
3,0.9844,-0.0506,-0.2011,1.01,4
3,0.983,-0.0521,-0.2079,1.01,4
3,0.982,-0.0512,-0.2084,1.01,4
3,0.9796,-0.0496,-0.2031,1,4
3,0.9772,-0.0471,-0.1992,1,4
3,0.9742,-0.0461,-0.1968,0.99,4
3,0.9767,-0.0477,-0.2061,1,4
3,0.9825,-0.0507,-0.2084,1.01,4
3,0.9835,-0.0521,-0.205,1.01,4
3,0.9805,-0.0511,-0.2006,1,4
3,0.9786,-0.0501,-0.2001,1,4
3,0.979,-0.0505,-0.1992,1,4
3,0.9796,-0.0491,-0.2055,1,4
3,0.9811,-0.053,-0.207,1,4
3,0.983,-0.0497,-0.207,1.01,4
3,0.982,-0.0526,-0.206,1,4
3,0.9781,-0.0506,-0.2006,1,4
3,0.98,-0.0501,-0.1992,1,4
3,0.9796,-0.0482,-0.2016,1,4
3,0.9786,-0.0491,-0.2016,1,4
3,0.9786,-0.0477,-0.2021,1,4
3,0.9811,-0.0477,-0.205,1,4
3,0.9796,-0.0486,-0.204,1,4
3,0.9781,-0.0462,-0.2031,1,4
3,0.9776,-0.0457,-0.2041,1,4
3,0.9772,-0.0471,-0.1992,1,4
3,0.9766,-0.0461,-0.1948,1,4
3,0.979,-0.0491,-0.2001,1,4
3,0.9825,-0.0507,-0.2075,1.01,4
3,0.9845,-0.0497,-0.2074,1.01,4
3,0.982,-0.0521,-0.205,1,4
3,0.9781,-0.052,-0.1957,1,4
3,0.9771,-0.0515,-0.1943,1,4
3,0.9781,-0.054,-0.2021,1,4
3,0.982,-0.0541,-0.2094,1.01,4
3,0.9811,-0.0526,-0.2089,1,4
3,0.9801,-0.0501,-0.206,1,4
3,0.9791,-0.0526,-0.2036,1,4
3,0.9786,-0.051,-0.1972,1,4
3,0.9811,-0.0472,-0.1992,1,4
3,0.982,-0.0482,-0.2031,1,4
3,0.9825,-0.0501,-0.2021,1,4
3,0.9801,-0.0477,-0.2011,1,4
3,0.9805,-0.0457,-0.1982,1,4
3,0.9811,-0.0452,-0.2021,1,4
3,0.9806,-0.0467,-0.2021,1,4
3,0.9781,-0.0501,-0.1982,1,4
3,0.9795,-0.0496,-0.1967,1,4
3,0.9776,-0.0496,-0.1919,1,4
3,0.9737,-0.0476,-0.1904,0.99,4
3,0.9825,-0.0511,-0.206,1.01,4
3,0.9825,-0.0511,-0.206,1.01,4
3,0.9855,-0.057,-0.2103,1.01,4
3,0.9825,-0.0535,-0.2054,1.01,4
3,0.979,-0.0506,-0.2006,1,4
3,0.9771,-0.0505,-0.1972,1,4
3,0.9751,-0.051,-0.1973,1,4
3,0.9776,-0.0516,-0.206,1,4
3,0.9835,-0.0541,-0.2118,1.01,4
3,0.982,-0.0526,-0.2104,1.01,4
3,0.9811,-0.0491,-0.206,1,4
3,0.9791,-0.0496,-0.2036,1,4
3,0.9796,-0.0506,-0.2036,1,4
3,0.9776,-0.0491,-0.2017,1,4
3,0.9806,-0.0482,-0.207,1,4
3,0.9801,-0.0496,-0.205,1,4
3,0.9781,-0.0501,-0.2055,1,4
3,0.9772,-0.0501,-0.2036,1,4
3,0.9791,-0.0506,-0.2075,1,4
3,0.9776,-0.0486,-0.2065,1,4
3,0.9805,-0.0526,-0.2021,1,4
3,0.9786,-0.0526,-0.2036,1,4
3,0.9781,-0.0535,-0.2045,1,4
3,0.9786,-0.0491,-0.207,1,4
3,0.9801,-0.0501,-0.2079,1,4
3,0.9791,-0.0521,-0.206,1,4
3,0.9786,-0.0506,-0.205,1,4
3,0.9776,-0.0462,-0.2051,1,4
3,0.9772,-0.0467,-0.2046,1,4
3,0.9796,-0.0472,-0.2085,1,4
3,0.9806,-0.0482,-0.207,1,4
3,0.9796,-0.0477,-0.2079,1,4
3,0.9801,-0.0506,-0.2084,1,4
3,0.9776,-0.0486,-0.2046,1,4
3,0.9781,-0.0511,-0.2026,1,4
3,0.9806,-0.0506,-0.2045,1,4
3,0.9786,-0.0496,-0.2084,1,4
3,0.9815,-0.0526,-0.2089,1,4
3,0.9796,-0.0526,-0.2065,1,4
3,0.9786,-0.0535,-0.205,1,4
3,0.9796,-0.0482,-0.2021,1,4
3,0.9801,-0.0511,-0.2075,1,4
3,0.983,-0.0531,-0.2137,1.01,4
3,0.9772,-0.0521,-0.2055,1,4
3,0.9756,-0.0525,-0.2007,1,4
3,0.9772,-0.0501,-0.2026,1,4
3,0.9772,-0.0472,-0.2041,1,4
3,0.9781,-0.0496,-0.2089,1,4
3,0.9806,-0.0492,-0.2119,1,4
3,0.9815,-0.0492,-0.2099,1,4
3,0.9728,-0.0471,-0.2017,0.99,4
3,0.9728,-0.0471,-0.2017,0.99,4
3,0.9767,-0.0501,-0.2026,1,4
3,0.9815,-0.0526,-0.2055,1,4
3,0.9815,-0.0526,-0.2075,1,4
3,0.9806,-0.0502,-0.2084,1,4
3,0.9786,-0.0491,-0.2065,1,4
3,0.9762,-0.0491,-0.207,1,4
3,0.9791,-0.0507,-0.2089,1,4
3,0.9815,-0.0507,-0.2133,1.01,4
3,0.9801,-0.0521,-0.2089,1,4
3,0.9776,-0.0511,-0.2026,1,4
3,0.9746,-0.052,-0.1982,1,4
3,0.9737,-0.0515,-0.1997,1,4
3,0.9786,-0.0496,-0.2065,1,4
3,0.9815,-0.0507,-0.2119,1.01,4
3,0.985,-0.0526,-0.2113,1.01,4
3,0.9767,-0.0501,-0.2046,1,4
3,0.9762,-0.0491,-0.2031,1,4
3,0.9767,-0.0516,-0.2045,1,4
3,0.9776,-0.0497,-0.2119,1,4
3,0.9821,-0.0483,-0.2192,1.01,4
3,0.9836,-0.0502,-0.2172,1.01,4
3,0.9781,-0.0511,-0.2075,1,4
3,0.9717,-0.053,-0.1982,0.99,4
3,0.9751,-0.053,-0.2021,1,4
3,0.9776,-0.0526,-0.2021,1,4
3,0.9811,-0.0512,-0.2119,1,4
3,0.9815,-0.0531,-0.2109,1.01,4
3,0.9786,-0.0511,-0.2079,1,4
3,0.9767,-0.0496,-0.2056,1,4
3,0.9757,-0.0477,-0.2051,1,4
3,0.9796,-0.0482,-0.2084,1,4
3,0.9791,-0.0502,-0.2123,1,4
3,0.9801,-0.0482,-0.2109,1,4
3,0.9776,-0.0496,-0.207,1,4
3,0.9796,-0.0501,-0.2045,1,4
3,0.9791,-0.0501,-0.2084,1,4
3,0.9796,-0.0491,-0.2079,1,4
3,0.9781,-0.0536,-0.2133,1,4
3,0.9781,-0.054,-0.2055,1,4
3,0.9757,-0.0506,-0.2056,1,4
3,0.9791,-0.0491,-0.2065,1,4
3,0.9772,-0.0506,-0.2079,1,4
3,0.9786,-0.053,-0.2001,1,4
3,0.9795,-0.0545,-0.2036,1,4
3,0.9791,-0.053,-0.2045,1,4
3,0.9772,-0.0491,-0.2036,1,4
3,0.9786,-0.0477,-0.2095,1,4
3,0.9791,-0.0502,-0.2119,1,4
3,0.9801,-0.0497,-0.2148,1,4
3,0.9776,-0.0492,-0.21,1,4
3,0.9757,-0.0511,-0.21,1,4
3,0.9776,-0.0491,-0.209,1,4
3,0.9806,-0.0502,-0.2109,1,4
3,0.982,-0.0472,-0.2045,1,4
3,0.9786,-0.0452,-0.1997,1,4
3,0.9776,-0.0486,-0.1924,1,4
3,0.9771,-0.0544,-0.1953,1,4
3,0.9786,-0.0584,-0.2015,1,4
3,0.9786,-0.056,-0.2089,1,4
3,0.9776,-0.0575,-0.2094,1,4
3,0.982,-0.0585,-0.2098,1.01,4
3,0.9796,-0.057,-0.2118,1,4
3,0.9762,-0.0521,-0.2055,1,4
3,0.9762,-0.0467,-0.2046,1,4
3,0.9791,-0.0472,-0.2085,1,4
3,0.9806,-0.0482,-0.2099,1,4
3,0.9786,-0.0501,-0.207,1,4
3,0.9781,-0.0521,-0.2065,1,4
3,0.9776,-0.0506,-0.207,1,4
3,0.9786,-0.0492,-0.2114,1,4
3,0.9801,-0.0477,-0.2133,1,4
3,0.9806,-0.0463,-0.2153,1.01,4
3,0.9792,-0.0472,-0.2139,1,4
3,0.9781,-0.0482,-0.2119,1,4
3,0.9747,-0.0501,-0.2046,1,4
3,0.9747,-0.0521,-0.2036,1,4
3,0.9752,-0.0521,-0.2026,1,4
3,0.982,-0.0531,-0.2113,1.01,4
3,0.9792,-0.0502,-0.2158,1,4
3,0.9806,-0.0482,-0.2162,1.01,4
3,0.9767,-0.0472,-0.2114,1,4
3,0.9776,-0.0512,-0.2099,1,4
3,0.9781,-0.0531,-0.2123,1,4
3,0.9781,-0.0502,-0.2133,1,4
3,0.9782,-0.0477,-0.2144,1,4
3,0.9791,-0.0526,-0.2158,1,4
3,0.9801,-0.0507,-0.2123,1,4
3,0.9772,-0.0516,-0.2084,1,4
3,0.9806,-0.0507,-0.2119,1,4
3,0.9806,-0.0497,-0.2133,1,4
3,0.9786,-0.0502,-0.2104,1,4
3,0.9786,-0.0502,-0.2104,1,4
3,0.9742,-0.0526,-0.2075,1,4
3,0.9742,-0.0496,-0.21,1,4
3,0.9767,-0.0472,-0.2134,1,4
3,0.9782,-0.0497,-0.2182,1,4
3,0.9787,-0.0507,-0.2172,1,4
3,0.9772,-0.0546,-0.2138,1,4
3,0.9757,-0.0526,-0.2124,1,4
3,0.9757,-0.0521,-0.2109,1,4
3,0.9762,-0.0501,-0.2105,1,4
3,0.9781,-0.0492,-0.2114,1,4
3,0.9772,-0.0491,-0.2085,1,4
3,0.9786,-0.0507,-0.2094,1,4
3,0.9792,-0.0492,-0.2177,1,4
3,0.9816,-0.0508,-0.2275,1.01,4
3,0.9831,-0.0508,-0.2377,1.01,4
3,0.9806,-0.0532,-0.2309,1.01,4
3,0.9718,-0.055,-0.2124,1,4
3,0.9669,-0.0549,-0.2032,0.99,4
3,0.9693,-0.054,-0.2085,0.99,4
3,0.9797,-0.0541,-0.2202,1.01,4
3,0.9845,-0.0527,-0.2186,1.01,4
3,0.9791,-0.0502,-0.2138,1,4
3,0.9772,-0.0536,-0.2099,1,4
3,0.9742,-0.0545,-0.2095,1,4
3,0.9757,-0.0535,-0.2079,1,4
3,0.9801,-0.0512,-0.2128,1,4
3,0.9782,-0.0487,-0.2144,1,4
3,0.9801,-0.0497,-0.2148,1,4
3,0.9781,-0.0516,-0.2114,1,4
3,0.9786,-0.0521,-0.2109,1,4
3,0.9777,-0.0472,-0.2168,1,4
3,0.9806,-0.0454,-0.2192,1.01,4
3,0.9801,-0.0478,-0.2202,1.01,4
3,0.9752,-0.0521,-0.2129,1,4
3,0.9742,-0.0535,-0.2085,1,4
3,0.9737,-0.0526,-0.21,1,4
3,0.9781,-0.0521,-0.2153,1,4
3,0.9806,-0.0517,-0.2192,1.01,4
3,0.9786,-0.0531,-0.2167,1,4
3,0.9781,-0.0516,-0.2104,1,4
3,0.9772,-0.0501,-0.209,1,4
3,0.9772,-0.0516,-0.204,1,4
3,0.9801,-0.0507,-0.2138,1,4
3,0.9825,-0.0537,-0.2172,1.01,4
3,0.9776,-0.0536,-0.2104,1,4
3,0.9732,-0.0526,-0.2036,1,4
3,0.9722,-0.0515,-0.2017,0.99,4
3,0.9747,-0.0491,-0.2007,1,4
3,0.9762,-0.0477,-0.2109,1,4
3,0.9786,-0.0497,-0.2128,1,4
3,0.9786,-0.0541,-0.2133,1,4
3,0.9767,-0.0551,-0.2114,1,4
3,0.9762,-0.0526,-0.2055,1,4
3,0.9772,-0.0526,-0.2114,1,4
3,0.9815,-0.0482,-0.2138,1.01,4
3,0.9796,-0.0472,-0.2099,1,4
3,0.9796,-0.0472,-0.2099,1,4
3,0.9723,-0.053,-0.2041,0.99,4
3,0.9727,-0.054,-0.2012,0.99,4
3,0.9781,-0.054,-0.2084,1,4
3,0.9815,-0.0561,-0.2177,1.01,4
3,0.9815,-0.0561,-0.2177,1.01,4
3,0.9786,-0.0541,-0.2162,1,4
3,0.9781,-0.0526,-0.2138,1,4
3,0.9747,-0.0486,-0.2061,1,4
3,0.9767,-0.0502,-0.2105,1,4
3,0.9796,-0.0512,-0.2133,1,4
3,0.9786,-0.0502,-0.2099,1,4
3,0.9786,-0.0511,-0.2089,1,4
3,0.9776,-0.0497,-0.2104,1,4
3,0.9762,-0.0497,-0.2124,1,4
3,0.9776,-0.0477,-0.2119,1,4
3,0.9786,-0.0497,-0.2119,1,4
3,0.9796,-0.0531,-0.2109,1,4
3,0.9806,-0.0526,-0.2119,1,4
3,0.9777,-0.0492,-0.2153,1,4
3,0.9786,-0.0497,-0.2143,1,4
3,0.9786,-0.0526,-0.2143,1,4
3,0.9786,-0.0521,-0.2094,1,4
3,0.9767,-0.0536,-0.2114,1,4
3,0.9801,-0.0531,-0.2123,1,4
3,0.9791,-0.0526,-0.2148,1,4
3,0.9786,-0.0521,-0.2104,1,4
3,0.9767,-0.0536,-0.2114,1,4
3,0.9776,-0.0512,-0.2148,1,4
3,0.9772,-0.0502,-0.2206,1,4
3,0.9777,-0.0512,-0.2202,1,4
3,0.9776,-0.0521,-0.2133,1,4
3,0.9747,-0.0501,-0.2085,1,4
3,0.9752,-0.0511,-0.2056,1,4
3,0.9806,-0.0535,-0.2075,1,4
3,0.982,-0.0472,-0.2065,1,4
3,0.9811,-0.0452,-0.2075,1,4
3,0.9781,-0.0486,-0.2046,1,4
3,0.9756,-0.056,-0.205,1,4
3,0.9772,-0.0565,-0.2065,1,4
3,0.9767,-0.054,-0.205,1,4
3,0.9806,-0.0506,-0.2075,1,4
3,0.9772,-0.0477,-0.2105,1,4
3,0.9772,-0.0526,-0.2153,1,4
3,0.9786,-0.0501,-0.2084,1,4
3,0.9786,-0.0507,-0.2128,1,4
3,0.9762,-0.0477,-0.2095,1,4
3,0.9786,-0.0496,-0.2065,1,4
3,0.9781,-0.0497,-0.2119,1,4
3,0.9806,-0.0492,-0.2109,1,4
3,0.9791,-0.0482,-0.2079,1,4
3,0.9791,-0.0482,-0.206,1,4
3,0.9781,-0.0511,-0.2094,1,4
3,0.9791,-0.0472,-0.2105,1,4
3,0.9816,-0.0458,-0.2138,1.01,4
3,0.9816,-0.0443,-0.2114,1.01,4
3,0.982,-0.0487,-0.2143,1.01,4
3,0.9796,-0.056,-0.2123,1,4
3,0.9791,-0.0585,-0.2089,1,4
3,0.9771,-0.0565,-0.2031,1,4
3,0.9761,-0.055,-0.2036,1,4
3,0.9751,-0.0545,-0.2021,1,4
3,0.9781,-0.0506,-0.2055,1,4
3,0.9791,-0.0462,-0.2036,1,4
3,0.9786,-0.0452,-0.2046,1,4
3,0.9772,-0.0467,-0.2041,1,4
3,0.9772,-0.0472,-0.2056,1,4
3,0.9767,-0.0462,-0.2085,1,4
3,0.9786,-0.0482,-0.2075,1,4
3,0.9786,-0.0506,-0.2065,1,4
3,0.9796,-0.0501,-0.2055,1,4
3,0.9776,-0.0477,-0.2031,1,4
3,0.9762,-0.0452,-0.2017,1,4
3,0.9796,-0.0472,-0.207,1,4
3,0.9796,-0.0491,-0.2084,1,4
3,0.9825,-0.0492,-0.2104,1.01,4
3,0.982,-0.0497,-0.2099,1.01,4
3,0.9786,-0.0492,-0.2099,1,4
3,0.9801,-0.0472,-0.2094,1,4
3,0.9786,-0.0472,-0.2095,1,4
3,0.9791,-0.0512,-0.2094,1,4
3,0.9781,-0.0521,-0.2109,1,4
3,0.9757,-0.0507,-0.2139,1,4
3,0.9782,-0.0502,-0.2167,1,4
3,0.9781,-0.0536,-0.2172,1,4
3,0.9796,-0.0521,-0.2143,1,4
3,0.9811,-0.0532,-0.2211,1.01,4
3,0.9781,-0.0502,-0.2133,1,4
3,0.9742,-0.0477,-0.207,1,4
3,0.9742,-0.0486,-0.2095,1,4
3,0.9757,-0.0506,-0.2095,1,4
3,0.9772,-0.0482,-0.2124,1,4
3,0.9792,-0.0458,-0.2173,1,4
3,0.9797,-0.0493,-0.2211,1.01,4
3,0.9797,-0.0478,-0.2192,1.01,4
3,0.9748,-0.0482,-0.2158,1,4
3,0.9718,-0.0482,-0.2139,1,4
