Person,gFx,gFy,gFz,TgF,Label
3,0.9878,-0.0098,-0.1534,1,5
3,0.9887,-0.0112,-0.1525,1,5
3,0.9897,-0.0078,-0.1534,1,5
3,0.9917,-0.0034,-0.1544,1,5
3,0.9922,0,-0.1525,1,5
3,0.9883,-0.0005,-0.152,1,5
3,0.9858,-0.0107,-0.1481,1,5
3,0.9892,-0.0127,-0.1495,1,5
3,0.9887,-0.0112,-0.1505,1,5
3,0.9887,-0.0098,-0.152,1,5
3,0.9863,-0.0093,-0.1525,1,5
3,0.9887,-0.0146,-0.1505,1,5
3,0.9927,-0.0142,-0.1524,1,5
3,0.9917,-0.0132,-0.1548,1,5
3,0.9902,-0.0103,-0.152,1,5
3,0.9873,-0.0073,-0.1511,1,5
3,0.9849,-0.0015,-0.1531,1,5
3,0.9873,-0.0005,-0.1515,1,5
3,0.9893,-0.0049,-0.1545,1,5
3,0.9893,-0.0063,-0.1555,1,5
3,0.9887,-0.0098,-0.1534,1,5
3,0.9897,-0.0151,-0.1563,1,5
3,0.9873,-0.0142,-0.151,1,5
3,0.9878,-0.0103,-0.1495,1,5
3,0.9849,-0.0034,-0.1545,1,5
3,0.9903,-0.0044,-0.155,1,5
3,0.9956,-0.0073,-0.1519,1.01,5
3,0.9946,-0.0108,-0.1563,1.01,5
3,0.9883,-0.0112,-0.1549,1,5
3,0.9858,-0.0093,-0.1515,1,5
3,0.9873,-0.0098,-0.152,1,5
3,0.9873,-0.0112,-0.1549,1,5
3,0.9863,-0.0088,-0.154,1,5
3,0.9878,-0.0098,-0.1529,1,5
3,0.9907,-0.0151,-0.1534,1,5
3,0.9902,-0.0146,-0.1548,1,5
3,0.9893,-0.0068,-0.1573,1,5
3,0.9873,-0.001,-0.1579,1,5
3,0.9864,-0.001,-0.1584,1,5
3,0.9873,-0.0024,-0.1564,1,5
3,0.9907,-0.0063,-0.1534,1,5
3,0.9913,-0.0089,-0.1603,1,5
3,0.9932,-0.0074,-0.1598,1.01,5
3,0.9873,-0.0044,-0.1579,1,5
3,0.9829,-0.002,-0.1555,1,5
3,0.9878,-0.002,-0.1594,1,5
3,0.9888,-0.0015,-0.1574,1,5
3,0.9864,0.0005,-0.1584,1,5
3,0.9878,-0.0039,-0.1574,1,5
3,0.9937,-0.0084,-0.1608,1.01,5
3,0.9942,-0.0128,-0.1661,1.01,5
3,0.9893,-0.0099,-0.1696,1,5
3,0.9864,-0.0089,-0.1652,1,5
3,0.9894,-0.0031,-0.1681,1,5
3,0.9869,0.0043,-0.1697,1,5
3,0.982,0.0024,-0.1649,1,5
3,0.9869,-0.0025,-0.1642,1,5
3,0.9903,-0.0074,-0.1637,1,5
3,0.9883,-0.0103,-0.1656,1,5
3,0.9873,-0.0089,-0.1662,1,5
3,0.9873,-0.0123,-0.1652,1,5
3,0.9839,-0.0142,-0.1618,1,5
3,0.9834,-0.0157,-0.1632,1,5
3,0.9903,-0.0132,-0.1613,1,5
3,0.9878,-0.0068,-0.1559,1,5
3,0.9869,-0.0059,-0.1662,1,5
3,0.9922,-0.0064,-0.1647,1.01,5
3,0.9859,-0.0054,-0.1623,1,5
3,0.982,-0.0039,-0.1614,1,5
3,0.9844,-0.0098,-0.1594,1,5
3,0.9878,-0.0083,-0.1549,1,5
3,0.9917,-0.0084,-0.1583,1,5
3,0.9917,-0.0059,-0.1588,1,5
3,0.9903,-0.0084,-0.1578,1,5
3,0.9869,-0.0054,-0.1535,1,5
3,0.9883,-0.0132,-0.1515,1,5
3,0.9839,-0.0024,-0.1472,0.99,5
3,0.9912,-0.0073,-0.1515,1,5
3,0.9912,-0.0146,-0.1475,1,5
3,0.9917,-0.0122,-0.1485,1,5
3,0.9893,-0.0137,-0.1598,1,5
3,0.9864,-0.0014,-0.1506,1,5
3,0.9887,-0.0049,-0.1511,1,5
3,0.9917,-0.0093,-0.1534,1,5
3,0.9897,-0.0147,-0.1603,1,5
3,0.9902,-0.0132,-0.1593,1,5
3,0.9859,-0.0064,-0.1623,1,5
3,0.981,-0.0073,-0.157,0.99,5
3,0.9848,-0.0117,-0.1559,1,5
3,0.9985,-0.0118,-0.1602,1.01,5
3,0.9971,-0.0035,-0.1583,1.01,5
3,0.9869,-0.0024,-0.1555,1,5
3,0.9854,-0.0112,-0.1598,1,5
3,0.9873,-0.0107,-0.15,1,5
3,0.9883,-0.0093,-0.1505,1,5
3,0.9898,-0.0054,-0.1579,1,5
3,0.9888,-0.0024,-0.1555,1,5
3,0.9869,-0.0039,-0.1574,1,5
3,0.9883,-0.0059,-0.1594,1,5
3,0.9893,-0.0063,-0.1555,1,5
3,0.9888,-0.0039,-0.1525,1,5
3,0.9859,-0.0044,-0.1535,1,5
3,0.9869,0.0015,-0.1531,1,5
3,0.9878,-0.0024,-0.1515,1,5
3,0.9903,-0.0098,-0.1593,1,5
3,0.9902,-0.0113,-0.1588,1,5
3,0.9912,-0.0088,-0.1559,1,5
3,0.9912,-0.0073,-0.1544,1,5
3,0.9907,-0.0068,-0.15,1,5
3,0.9868,-0.0107,-0.15,1,5
3,0.9873,-0.0132,-0.1505,1,5
3,0.9853,-0.0122,-0.1529,1,5
3,0.9844,-0.0078,-0.1555,1,5
3,0.9913,-0.0054,-0.1608,1,5
3,0.9913,-0.0084,-0.1617,1,5
3,0.9859,-0.0049,-0.1618,1,5
3,0.9839,-0.0059,-0.152,1,5
3,0.9853,-0.0112,-0.1569,1,5
3,0.9932,-0.0142,-0.1622,1.01,5
3,0.9883,-0.0118,-0.1661,1,5
3,0.9853,-0.0088,-0.1555,1,5
3,0.9917,-0.0045,-0.1569,1,5
3,0.9859,-0.0093,-0.1589,1,5
3,0.9834,-0.0073,-0.1613,1,5
3,0.9913,-0.0074,-0.1637,1,5
3,0.9888,-0.0049,-0.1613,1,5
3,0.9878,-0.0064,-0.1652,1,5
3,0.9903,-0.0045,-0.1667,1,5
3,0.9854,-0.004,-0.1623,1,5
3,0.9844,-0.0045,-0.1633,1,5
3,0.9888,-0.0049,-0.1613,1,5
3,0.9878,-0.0079,-0.1618,1,5
3,0.9922,-0.0025,-0.1603,1.01,5
3,0.9864,-0.0025,-0.1667,1,5
3,0.9869,-0.0054,-0.1647,1,5
3,0.9917,-0.0132,-0.1656,1.01,5
3,0.9913,-0.0138,-0.1695,1.01,5
3,0.9903,-0.0123,-0.172,1.01,5
3,0.9922,-0.0065,-0.1676,1.01,5
3,0.9917,-0.0059,-0.1627,1.01,5
3,0.9849,-0.0045,-0.1633,1,5
3,0.9864,-0.0049,-0.1574,1,5
3,0.9864,-0.0059,-0.1559,1,5
3,0.9834,-0.0054,-0.1619,1,5
3,0.9849,-0.0093,-0.1603,1,5
3,0.9902,-0.0103,-0.1559,1,5
3,0.9883,-0.0054,-0.152,1,5
3,0.9873,-0.0074,-0.1598,1,5
3,0.9873,-0.0113,-0.1613,1,5
3,0.9893,-0.0103,-0.1588,1,5
3,0.9913,-0.0079,-0.1583,1,5
3,0.9893,-0.0039,-0.1564,1,5
3,0.9887,-0.0049,-0.152,1,5
3,0.9887,-0.0063,-0.153,1,5
3,0.9902,-0.0059,-0.152,1,5
3,0.9892,-0.0103,-0.1515,1,5
3,0.9868,-0.0068,-0.1506,1,5
3,0.9859,-0.0049,-0.153,1,5
3,0.9888,-0.0034,-0.1564,1,5
3,0.9888,-0.0015,-0.1589,1,5
3,0.9897,-0.0059,-0.1535,1,5
3,0.9897,-0.0117,-0.1529,1,5
3,0.9887,-0.0068,-0.154,1,5
3,0.9878,-0.0029,-0.1545,1,5
3,0.9888,-0.0024,-0.152,1,5
3,0.9858,-0.0102,-0.1462,1,5
3,0.9863,-0.0127,-0.1529,1,5
3,0.9858,-0.0107,-0.1555,1,5
3,0.9922,-0.0039,-0.1525,1,5
3,0.9946,-0.0039,-0.1495,1.01,5
3,0.9868,-0.0112,-0.1549,1,5
3,0.9848,-0.0112,-0.1535,1,5
3,0.9917,-0.0024,-0.1511,1,5
1,0.9318,-0.3604,-0.0978,1,1
1,0.8652,-0.3326,-0.1362,0.94,1
1,0.817,-0.1881,-0.1728,0.86,1
1,0.8451,0.0552,-0.1498,0.86,1
1,0.8451,0.0552,-0.1498,0.86,1
1,0.9042,0.0702,-0.1498,0.92,1
1,0.9288,0.1395,-0.149,0.95,1
1,0.9081,0.231,-0.1343,0.95,1
1,0.8705,0.2072,-0.132,0.9,1
1,0.8614,0.1379,-0.1302,0.88,1
1,0.8808,0.1179,-0.1172,0.9,1
1,0.9275,0.1097,-0.0776,0.94,1
1,0.9648,0.1242,-0.0109,0.97,1
1,0.9704,0.0852,0.0172,0.97,1
1,1.0275,-0.0572,0.0036,1.03,1
1,1.0406,-0.0994,-0.0141,1.05,1
1,0.9994,-0.1001,-0.0774,1.01,1
1,0.9398,0.1106,-0.2313,0.97,1
1,1.1318,0.2829,-0.1486,1.18,1
1,1.1318,0.2829,-0.1486,1.18,1
1,1.4203,0.0488,-0.2365,1.44,1
1,1.4445,-0.1569,-0.4624,1.52,1
1,1.0659,-0.1096,-0.4498,1.16,1
1,0.7407,-0.3529,-0.484,0.95,1
1,0.7495,-0.3637,-0.4931,0.97,1
1,0.9624,-0.265,-0.4434,1.09,1
1,1.1298,0.2102,-0.2888,1.18,1
1,1.1278,0.3901,-0.2602,1.22,1
1,0.9312,0.1265,-0.2617,0.98,1
1,0.911,0.0681,-0.2528,0.95,1
1,0.7938,-0.1455,-0.1738,0.83,1
1,0.7442,-0.1923,-0.1252,0.78,1
1,0.7397,-0.1756,-0.1004,0.77,1
1,0.8817,-0.0669,-0.1354,0.89,1
1,0.8891,-0.0645,-0.1388,0.9,1
1,0.9345,-0.0637,-0.1462,0.95,1
1,0.948,-0.0812,-0.1259,0.96,1
1,0.9713,-0.1668,-0.0553,0.99,1
1,0.9301,-0.1594,0.0068,0.94,1
1,0.9262,-0.155,0.0092,0.94,1
1,0.9106,-0.1315,0.0088,0.92,1
1,0.9338,-0.0912,-0.0151,0.94,1
1,1.0623,0.0409,-0.0636,1.06,1
1,1.0098,0.0231,-0.126,1.02,1
1,0.9882,-0.0296,-0.1283,1,1
1,0.9916,-0.0907,-0.0561,1,1
1,1.0223,-0.1754,-0.0025,1.04,1
1,1.371,-0.3807,-0.1262,1.43,1
1,1.4872,0.1488,-0.1594,1.5,1
1,1.3049,0.2149,-0.2978,1.36,1
1,0.9096,0.1574,-0.4204,1.01,1
1,0.7099,-0.0047,-0.5115,0.87,1
1,0.7439,-0.0618,-0.6294,0.98,1
1,1.0783,-0.1602,-0.421,1.17,1
1,1.1564,-0.197,-0.3297,1.22,1
1,1.1887,-0.2544,-0.182,1.23,1
1,1.0852,-0.2939,-0.088,1.13,1
1,0.969,-0.3156,-0.1056,1.02,1
1,0.7929,-0.1848,-0.2117,0.84,1
1,0.7929,-0.1848,-0.2117,0.84,1
1,0.8478,-0.0377,-0.1755,0.87,1
1,0.8953,0.0351,-0.1443,0.91,1
1,0.9742,0.1384,-0.1413,0.99,1
1,0.9535,0.2377,-0.1348,0.99,1
1,0.8973,0.2576,-0.1063,0.94,1
1,0.835,0.2024,-0.0644,0.86,1
1,0.8236,0.1674,-0.0409,0.84,1
1,0.8512,0.1474,-0.0264,0.86,1
1,0.9156,0.1522,-0.0038,0.93,1
1,0.9646,0.1233,0.014,0.97,1
1,1.0251,-0.0268,0.0205,1.03,1
1,1.0372,-0.1283,-0.0339,1.05,1
1,1.0121,-0.1139,-0.0835,1.02,1
1,1.0186,0.2155,-0.1966,1.06,1
1,1.0538,0.3653,-0.2065,1.13,1
1,1.1212,0.3488,-0.009,1.17,1
1,1.1707,0.0439,0.1537,1.18,1
1,1.3972,-0.3751,-0.0874,1.45,1
1,1.112,-0.1215,-0.3882,1.18,1
1,1.001,-0.0142,-0.4681,1.11,1
1,0.9232,-0.1386,-0.638,1.13,1
1,0.9341,-0.268,-0.5393,1.11,1
1,1.116,-0.0476,-0.3457,1.17,1
1,0.9986,0.3332,-0.2269,1.08,1
1,0.9723,0.3484,-0.2272,1.06,1
1,0.8334,0.3207,-0.285,0.94,1
1,0.777,0.2256,-0.2859,0.86,1
1,0.7883,-0.0292,-0.1825,0.81,1
1,0.8804,-0.1734,-0.1401,0.91,1
1,0.9046,-0.2027,-0.1284,0.94,1
1,0.9483,-0.2608,-0.1086,0.99,1
1,0.9404,-0.2549,-0.095,0.98,1
1,0.9052,-0.2046,-0.0483,0.93,1
1,0.873,-0.1554,-0.0016,0.89,1
1,0.8774,-0.1323,0.0158,0.89,1
1,0.9092,-0.1065,0.0223,0.92,1
1,0.9214,-0.0944,0.0209,0.93,1
1,0.9372,-0.0706,0.0072,0.94,1
1,1.0363,0.0093,-0.0593,1.04,1
1,1.0538,0.043,-0.114,1.06,1
1,0.9905,0.0279,-0.1506,1,1
1,0.9226,-0.0277,-0.0928,0.93,1
1,0.9882,-0.1327,0.0203,1,1
1,1.1976,-0.3265,0.072,1.24,1
1,1.3626,-0.2152,-0.0751,1.38,1
1,1.4939,0.0813,-0.0802,1.5,1
1,1.1628,0.2564,-0.4474,1.27,1
1,0.9173,0.0856,-0.5668,1.08,1
1,0.8921,0.0375,-0.7606,1.17,1
1,0.951,0.041,-0.7244,1.2,1
1,1.0596,-0.0126,-0.4798,1.16,1
1,1.1189,-0.2806,-0.1991,1.17,1
1,1.0685,-0.4211,-0.0433,1.15,1
1,0.9343,-0.372,-0.0098,1.01,1
1,0.9144,-0.351,-0.0243,0.98,1
1,0.8254,-0.2561,-0.1244,0.87,1
1,0.7821,-0.0107,-0.1924,0.81,1
1,0.8422,0.1228,-0.2064,0.88,1
1,0.9104,0.1296,-0.177,0.94,1
1,0.9577,0.156,-0.1567,0.98,1
1,0.9133,0.1831,-0.1295,0.94,1
1,0.8521,0.1886,-0.0813,0.88,1
1,0.9127,0.1232,-0.0383,0.92,1
1,0.922,0.1221,-0.0406,0.93,1
1,0.9874,0.1317,-0.0406,1,1
1,1.0115,0.1325,0.0149,1.02,1
1,0.9775,0.0982,0.0709,0.98,1
1,0.938,0.0003,0.0902,0.94,1
1,0.9558,-0.1584,0.0241,0.97,1
1,0.9838,-0.1814,-0.0277,1,1
1,0.965,0.0372,-0.2423,1,1
1,1.0091,0.3853,-0.2447,1.11,1
1,1.2408,0.2685,0.023,1.27,1
1,1.2601,0.2201,0.0337,1.28,1
1,1.4101,-0.1278,-0.0542,1.42,1
1,1.1787,-0.3288,-0.3061,1.26,1
1,0.9374,-0.1942,-0.2312,0.98,1
1,0.7399,-0.1985,-0.4005,0.86,1
1,0.7165,-0.2652,-0.4516,0.89,1
1,0.9521,-0.2934,-0.4506,1.09,1
1,1.2374,-0.0087,-0.3096,1.28,1
1,1.1653,0.4082,-0.2331,1.26,1
1,0.9188,0.3867,-0.2231,1.02,1
1,0.9046,0.3721,-0.2202,1,1
1,0.8219,0.0835,-0.1785,0.85,1
1,0.8037,-0.0373,-0.1359,0.82,1
1,0.788,-0.1292,-0.0768,0.8,1
1,0.9211,-0.2226,-0.0954,0.95,1
1,0.9211,-0.2226,-0.0954,0.95,1
1,0.9635,-0.2438,-0.1085,1,1
1,0.9878,-0.2291,-0.083,1.02,1
1,0.9594,-0.1474,-0.0057,0.97,1
1,0.8826,-0.1016,0.0904,0.89,1
1,0.882,-0.1021,0.0904,0.89,1
1,0.8816,-0.1099,0.0772,0.89,1
1,0.913,-0.1133,0.0361,0.92,1
1,1.061,0.0134,-0.0078,1.06,1
1,1.0318,0.0289,-0.1175,1.04,1
1,1.0133,0.0024,-0.1498,1.02,1
1,0.9845,-0.1332,-0.1345,1,1
1,1.0751,-0.1173,0.0201,1.08,1
1,1.2238,-0.0976,0.0546,1.23,1
1,1.3944,0.3363,-0.1298,1.44,1
1,1.3944,0.3363,-0.1298,1.44,1
1,1.0311,0.076,-0.4778,1.14,1
1,0.885,-0.073,-0.5548,1.05,1
1,0.8941,-0.0069,-0.6797,1.12,1
1,1.1419,0.0527,-0.6225,1.3,1
1,1.1533,-0.0215,-0.3743,1.21,1
1,1.0536,-0.3387,-0.1598,1.12,1
1,0.9873,-0.4578,-0.0258,1.09,1
1,0.8634,-0.5402,0.0122,1.02,1
1,0.8864,-0.4388,-0.1563,1,1
1,0.9041,-0.2377,-0.2498,0.97,1
1,0.9408,0.01,-0.2965,0.99,1
1,0.9515,0.3236,-0.2897,1.05,1
1,0.9088,0.3344,-0.2267,0.99,1
1,0.8197,0.1241,-0.0973,0.83,1
1,0.8172,0.1163,-0.0909,0.83,1
1,0.8184,0.0711,-0.052,0.82,1
1,0.8721,0.0831,-0.0506,0.88,1
1,0.9221,0.1617,-0.0389,0.94,1
1,0.9356,0.1677,-0.0086,0.95,1
1,0.9385,0.1492,-0.003,0.95,1
1,0.9548,0.094,0.0111,0.96,1
1,1.0093,-0.0598,0.042,1.01,1
1,1.0681,-0.2015,-0.0077,1.09,1
1,0.9883,-0.0078,-0.2335,1.02,1
1,0.9815,0.2117,-0.2081,1.03,1
1,1.0079,0.487,-0.2219,1.14,1
1,1.1597,0.2663,-0.0613,1.19,1
1,1.2341,-0.1461,0.1209,1.25,1
1,1.3823,-0.4161,-0.1732,1.45,1
1,1.1973,-0.2504,-0.2508,1.25,1
1,0.9297,0.0795,-0.2785,0.97,1
1,0.7481,0.0975,-0.4601,0.88,1
1,0.8505,-0.2936,-0.5429,1.05,1
1,1.2029,-0.0111,-0.3339,1.25,1
1,1.2025,0.028,-0.3254,1.25,1
1,1.0643,0.3167,-0.315,1.15,1
1,0.9491,0.403,-0.3318,1.08,1
1,0.8392,0.2913,-0.2906,0.93,1
1,0.8338,0.0416,-0.2377,0.87,1
1,0.8589,-0.0269,-0.2248,0.89,1
1,0.9524,-0.1603,-0.1907,0.98,1
1,1.0098,-0.2734,-0.1304,1.05,1
1,0.9732,-0.3192,-0.0518,1.03,1
1,0.8685,-0.193,-0.0053,0.89,1
1,0.8511,-0.1465,0.0025,0.86,1
1,0.8518,-0.0688,0.0103,0.85,1
1,0.8817,-0.0328,0.0059,0.88,1
1,0.9142,-0.09,0.0164,0.92,1
1,0.9741,-0.1333,-0.0013,0.98,1
1,1.0235,-0.0953,-0.0025,1.03,1
1,1.0718,0.0226,-0.0229,1.07,1
1,1.0101,0.0215,-0.0713,1.01,1
1,0.9267,-0.046,-0.1307,0.94,1
1,1.0727,-0.208,0.0456,1.09,1
1,1.0727,-0.208,0.0456,1.09,1
1,1.2897,-0.2749,0.012,1.32,1
1,1.3391,0.0526,-0.083,1.34,1
1,1.3114,0.3616,-0.1938,1.37,1
1,1.0328,0.2095,-0.4454,1.14,1
1,0.8512,0.0156,-0.4668,0.97,1
1,0.7802,0.006,-0.6213,1,1
1,0.9303,0.0729,-0.5495,1.08,1
1,1.1237,-0.2378,-0.1539,1.16,1
1,1.1237,-0.2378,-0.1539,1.16,1
1,1.0641,-0.4466,-0.0598,1.16,1
1,1.0165,-0.4863,-0.0424,1.13,1
1,0.971,-0.4416,-0.0949,1.07,1
1,0.8515,0.0232,-0.194,0.87,1
1,0.8515,0.0232,-0.194,0.87,1
1,0.8864,0.1219,-0.1738,0.91,1
1,0.918,0.1181,-0.1437,0.94,1
1,0.9311,0.1564,-0.0974,0.95,1
1,0.8596,0.1394,-0.0486,0.87,1
1,0.8537,0.1336,-0.0487,0.87,1
1,0.8365,0.0911,-0.0495,0.84,1
1,0.8535,0.0872,-0.0391,0.86,1
1,0.9131,0.1115,-0.025,0.92,1
1,0.9621,0.0936,0.0161,0.97,1
1,0.9621,0.0936,0.0161,0.97,1
1,0.9671,0.0292,0.0435,0.97,1
1,1.0309,-0.0502,0.0304,1.03,1
1,1.061,-0.0385,-0.0328,1.06,1
1,1.053,0.5801,-0.3037,1.24,1
1,1.053,0.5801,-0.3037,1.24,1
1,1.1378,0.4283,-0.1686,1.23,1
1,1.1719,-0.1638,0.1458,1.19,1
1,1.4411,-0.7202,-0.0245,1.61,1
1,1.039,-0.1857,-0.1517,1.07,1
1,0.9583,-0.0804,-0.1492,0.97,1
1,0.707,0.2198,-0.2328,0.78,1
1,0.5232,0.1865,-0.4194,0.7,1
1,0.8877,0.0233,-0.5364,1.04,1
1,1.4784,0.1904,-0.3692,1.54,1
1,1.4784,0.2105,-0.3518,1.53,1
1,1.306,0.2492,-0.2878,1.36,1
1,0.9245,0.139,-0.1574,0.95,1
1,0.7551,0.0632,-0.1053,0.77,1
1,0.7837,-0.0087,-0.1119,0.79,1
1,0.7837,-0.0087,-0.1119,0.79,1
1,0.8821,-0.0696,-0.1125,0.89,1
1,0.9744,-0.1622,-0.0953,0.99,1
1,0.991,-0.2465,-0.0541,1.02,1
1,0.9404,-0.2816,-0.0035,0.98,1
1,0.9138,-0.2072,0.0167,0.94,1
1,0.9131,-0.0948,0.0262,0.92,1
1,0.9235,-0.0292,0.0483,0.93,1
1,0.9267,-0.0515,0.0724,0.93,1
1,0.9355,-0.0834,0.0507,0.94,1
1,1.102,-0.0202,-0.0492,1.1,1
1,1.1507,0.0361,-0.0828,1.15,1
1,1.1221,0.0527,-0.0973,1.13,1
1,0.9804,-0.1891,-0.0253,1,1
1,1.2705,-0.4044,0.0713,1.34,1
1,1.2705,-0.4044,0.0713,1.34,1
1,1.4779,-0.3055,-0.0744,1.51,1
1,1.54,0.0366,-0.1835,1.55,1
1,0.95,0.2702,-0.5477,1.13,1
1,0.7243,0.1677,-0.6615,1,1
1,0.7413,0.1348,-0.6664,1.01,1
1,0.8504,0.078,-0.5561,1.02,1
1,0.9858,-0.006,-0.3321,1.04,1
1,1.0737,-0.2406,-0.0845,1.1,1
1,1.0719,-0.4172,-0.0531,1.15,1
1,1.0452,-0.43,-0.0728,1.13,1
1,0.9884,-0.4038,-0.1351,1.08,1
1,0.8366,-0.194,-0.1804,0.88,1
1,0.822,-0.044,-0.1821,0.84,1
1,0.947,0.0374,-0.1394,0.96,1
1,0.947,0.0374,-0.1394,0.96,1
1,0.9598,0.0795,-0.1254,0.97,1
1,0.9005,0.2206,-0.0854,0.93,1
1,0.8623,0.2116,-0.0584,0.89,1
1,0.8789,0.0921,-0.0262,0.88,1
1,0.8876,0.0902,-0.0212,0.89,1
1,0.9272,0.1454,0.013,0.94,1
1,0.9428,0.1758,0.033,0.96,1
1,0.9598,0.1528,0.0484,0.97,1
1,1.0085,-0.0443,0.0302,1.01,1
1,1.0074,-0.056,0.0254,1.01,1
1,1.0062,-0.0937,-0.0603,1.01,1
1,0.9392,0.0301,-0.1434,0.95,1
1,1.0188,0.3282,-0.1592,1.08,1
1,1.1175,0.3919,-0.1475,1.19,1
1,1.1722,0.1681,0.0215,1.18,1
1,1.5506,-0.3854,-0.2382,1.62,1
1,1.383,-0.3938,-0.4292,1.5,1
1,0.999,-0.0793,-0.4043,1.08,1
1,0.7666,-0.1221,-0.5087,0.93,1
1,0.9376,-0.1524,-0.4815,1.06,1
1,1.0918,0.0943,-0.4021,1.17,1
1,1.0992,0.3963,-0.301,1.21,1
1,0.964,0.4587,-0.25,1.1,1
1,0.92,0.1605,-0.2191,0.96,1
1,0.9051,0.0173,-0.1816,0.92,1
1,0.8677,-0.1537,-0.1213,0.89,1
1,0.8015,-0.2168,-0.1015,0.84,1
1,0.7873,-0.132,-0.1384,0.81,1
1,0.7873,-0.132,-0.1384,0.81,1
1,0.8516,-0.1282,-0.1163,0.87,1
1,0.9135,-0.0924,-0.0627,0.92,1
1,0.932,-0.0859,-0.0313,0.94,1
1,0.9658,-0.1523,-0.0085,0.98,1
1,0.9508,-0.1846,0.0506,0.97,1
1,0.9454,-0.1797,0.0505,0.96,1
1,0.917,-0.1197,0.0293,0.93,1
1,1.0002,0.0394,-0.0305,1,1
1,1.0597,0.1533,-0.061,1.07,1
1,0.9941,0.0611,-0.0703,1,1
1,0.9905,0.0187,-0.0524,0.99,1
1,1.0741,-0.2614,0.023,1.11,1
1,1.2807,-0.4839,0.028,1.37,1
1,1.4565,0.0549,-0.036,1.46,1
1,1.1304,0.3363,-0.3447,1.23,1
1,1.0054,0.3054,-0.4444,1.14,1
1,0.79,0.0958,-0.5652,0.98,1
1,0.9327,0.0949,-0.6321,1.13,1
1,1.1433,0.1026,-0.4553,1.23,1
1,1.2474,-0.1343,-0.2448,1.28,1
1,1.213,-0.3698,-0.1346,1.28,1
1,1.0691,-0.503,-0.0281,1.18,1
1,0.959,-0.4171,-0.0137,1.05,1
1,0.7974,-0.2337,-0.0585,0.83,1
1,0.6859,-0.0498,-0.095,0.69,1
1,0.6803,0.1146,-0.1323,0.7,1
1,0.807,0.2006,-0.1306,0.84,1
1,0.9013,0.1482,-0.1025,0.92,1
1,0.9901,0.1195,-0.1166,1,1
1,0.94,0.1739,-0.1096,0.96,1
1,0.8222,0.1809,-0.0635,0.84,1
1,0.7907,0.1099,-0.0398,0.8,1
1,0.8305,0.0505,-0.0552,0.83,1
1,0.9478,0.0951,-0.0568,0.95,1
1,1.0599,0.1209,-0.009,1.07,1
1,1.0587,0.1001,0.0224,1.06,1
1,1.0256,0.0212,0.05,1.03,1
1,1.0289,-0.0787,0.0067,1.03,1
1,0.9562,0.0576,-0.1023,0.96,1
1,1.0464,0.2852,-0.1348,1.09,1
1,1.1708,0.2774,-0.1491,1.21,1
1,1.2435,0.1558,-0.0182,1.25,1
1,1.2793,-0.1305,0.0564,1.29,1
1,1.4059,-0.2832,-0.2183,1.45,1
1,1.0285,-0.0732,-0.3571,1.09,1
1,0.9184,0.0294,-0.4057,1,1
1,0.773,0.0964,-0.4828,0.92,1
1,0.8642,-0.1093,-0.5054,1.01,1
1,1.159,-0.0371,-0.362,1.21,1
1,1.1322,0.3893,-0.1561,1.21,1
1,1.0569,0.4917,-0.158,1.18,1
1,0.8745,0.4328,-0.2229,1,1
1,0.8179,0.2761,-0.2326,0.89,1
1,0.7772,0.0868,-0.2219,0.81,1
1,0.8122,-0.0665,-0.1888,0.84,1
1,0.8549,-0.1022,-0.175,0.88,1
1,0.9571,-0.1517,-0.1439,0.98,1
1,0.9822,-0.2014,-0.1067,1.01,1
1,0.9558,-0.2644,-0.0533,0.99,1
1,0.9153,-0.2342,-0.009,0.94,1
1,0.9084,-0.1807,0.0341,0.93,1
1,0.9147,-0.1433,0.069,0.93,1
1,0.9084,-0.1261,0.0879,0.92,1
1,0.911,-0.1063,0.058,0.92,1
1,1.0321,0.0533,-0.0523,1.03,1
1,1.0261,0.1161,-0.0894,1.04,1
1,0.9849,0.1203,-0.1518,1,1
1,0.9714,0.0539,-0.1388,0.98,1
1,1.2633,-0.3372,0.1152,1.31,1
1,1.2943,-0.3768,0.1221,1.35,1
1,1.5248,-0.334,0.001,1.56,1
1,1.4181,0.0901,-0.0508,1.42,1
1,0.8962,0.3004,-0.5939,1.12,1
1,0.8101,0.2981,-0.767,1.15,1
1,0.8213,0.3024,-0.7713,1.17,1
1,1.0437,0.2135,-0.5801,1.21,1
1,1.1199,-0.0118,-0.3386,1.17,1
1,0.9983,-0.3579,-0.1401,1.07,1
1,0.9215,-0.4602,-0.0513,1.03,1
1,0.9112,-0.4596,-0.0383,1.02,1
1,0.8853,-0.3929,-0.0917,0.97,1
1,0.8485,-0.2414,-0.1644,0.9,1
1,0.8467,0.0463,-0.1844,0.87,1
1,0.935,0.0804,-0.1462,0.95,1
1,0.935,0.0804,-0.1462,0.95,1
1,0.9613,0.0817,-0.1484,0.98,1
1,0.9262,0.1289,-0.1207,0.94,1
1,0.8665,0.1677,-0.0414,0.88,1
1,0.8853,0.0939,-0.0398,0.89,1
1,0.8911,0.0856,-0.0353,0.9,1
1,0.9154,0.0837,-0.0165,0.92,1
1,0.9455,0.103,0.0335,0.95,1
1,0.9297,0.0577,0.0478,0.93,1
1,0.9851,-0.0861,-0.022,0.99,1
1,0.9989,-0.1059,-0.0676,1.01,1
1,0.9997,-0.0731,-0.1274,1.01,1
